year,ticket,date,title,msg,status
2018,41,2018-06-26,Agresión verbal por parte de un oficial de información en la Alcaldía de La Libertad,Por medio de mensaje de WhatsApp usuaria informó que la denunci,closed
2018,9,2018-06-26,Actuación de Fiscalía en caso de persona desaparecida,"Se comunicó usuaria por medio de llamada, informando que esta s",closed
2018,61,2018-06-26,"Ahuachapán: presupuesto de programa ""Disfruto de mi comunidad""","Usuaria informó que el 18 de junio, el Instituto de Acceso a la",closed
2018,36,2018-06-28,Fondos transferidos por el Ministerio de Educación a entidades privadas,El oficial de información emitió resolución en cual entrego sol,closed
2018,101,2018-06-28,Personas sancionadas por el Tribunal de Ética Gubernamental,"Favor, solicitar por mí la lista de personas sancionadas por el",closed
2018,43,2018-06-28,Información sobre Albapetroleós,En el caso de San Marcos el Instituto ya resolvió considerando,closed
2018,60,2018-06-28,Datos sobre el sistema de transporte público de pasajeros,La oficial hace entrega de la información sobre los accidentes,closed
2017,27,2018-06-28,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se recibió llamada de usuario informando que el 25 de junio del,closed
2018,36,2018-06-28,Fondos transferidos por el Ministerio de Educación a entidades privadas,Del requerimiento  hecho por el usuario se procedió a solicitar,closed
2018,60,2018-06-28,Datos sobre el sistema de transporte público de pasajeros,La información fue remitida al usuario para su conformidad y es,closed
2018,43,2018-06-28,Información sobre Albapetroleós,De las solicitudes de información gestionadas a los entes oblig,closed
2018,9,2018-06-28,Actuación de Fiscalía en caso de persona desaparecida,Se comunicó usuaria informando que este día le firmo poder de r,closed
2018,60,2018-06-28,Datos sobre el sistema de transporte público de pasajeros,Se ha solicitado información a la oficial para que brinde la in,closed
2018,101,2018-06-29,Personas sancionadas por el Tribunal de Ética Gubernamental,"Respecto a su solicitud, ya se ha enviado una al TEG, la cual e",closed
2018,101,2018-06-29,Personas sancionadas por el Tribunal de Ética Gubernamental,"Buenas tardes, a tendiendo a su requerimiento procederemos a so",closed
2018,102,2018-06-29,Denuncia por negarle certificado 9º grado,Usuaria consultó sobre un problema que tiene en estos momentos,closed
2018,83,2018-06-30,Asistencia legal sobre arbitrariedades y abuso de poder por alcalde municipal de Olocuilta,Se recibió llamada de usuario informando que desea que se inves,closed
2018,103,2018-06-30,"Caso Foprolyd, Ahuachapán",Usuario se comunicó manifestando que es miembro del Fondo de Pr,closed
2018,76,2018-06-30,"Asesoría sobre DAIP y actos de corrupción, Santa Ana",Por medio de whatsApp el usuario informó que ha hecho la solici,closed
2018,105,2018-06-30,Asesoría sobre los problemas de acoso laboral,Asesoría a usuaria sobre los problemas de acoso laboral que est,closed
2018,104,2018-06-30,Asesoría sobre despido injustificado de un sindicalista,Se brindó asesoría a usuario sobre un despido de un compañero d,closed
2017,34,2018-06-30,Presunta actuación irregular de fiscal en Chalatenango,"Se recibió llamada del abogado, Licenciado Luis Orellana, de Er",closed
2017,34,2018-06-30,Presunta actuación irregular de fiscal en Chalatenango,"Se tuvo reunión con la usuaria y el abogado de su hermano, el c",closed
2018,106,2018-07-01,Asesoría sobre plaza oficial sin funciones,"Usuaria consultó, ¿si una persona tiene plaza oficial en la alc",closed
2017,2,2018-07-02,PGR: Supuesta violación al derecho de acceso a la justicia,Se remitió solicitud de información al Tribunal de Ética Gubern,closed
2017,2,2018-07-02,PGR: Supuesta violación al derecho de acceso a la justicia,El usuario consulta cómo se puede obtener información sobre el,closed
2017,34,2018-07-03,Presunta actuación irregular de fiscal en Chalatenango,Se recibió llamada de la usuaria informando que el abogado  env,closed
2018,99,2018-07-05,SSF:  información de las utilidades bancarias,"Hola, un gusto saludarlo. Respondiendo a su requerimiento se le",closed
2018,108,2018-07-05,TEG: copia de la resolución con Ref. 44-A-16,Copia de la resolución 44-A-16 del Tribunal de Ética Gubernamen,closed
2018,107,2018-07-05,IAIP: vídeo de audiencia oral,Por medio de WhatsApp usuario requiere que ALAC solicite inform,closed
2018,107,2018-07-05,IAIP: vídeo de audiencia oral,Atendiendo al requerimiento del usuario se envió solicitud de i,closed
2018,109,2018-07-06,TSE: fundadores y la nómina de ciudadanos/nas del movimiento Nuevas Ideas.,Deseo que me ayuden a solicitar esta información ante el Tribun,closed
2018,110,2018-07-06,TSE: Registro de candidatos y candidatas inscrita a alcaldes y concejales desde los años `97 a 2015.,Deseo me puedan ayudar requiriendo la siguiente información: -,openned
2018,108,2018-07-06,TEG: copia de la resolución con Ref. 44-A-16,"Buenas tardes, atendiendo a su requerimiento se solicitara la i",closed
2018,109,2018-07-10,TSE: fundadores y la nómina de ciudadanos/nas del movimiento Nuevas Ideas.,"Buenas tardes, con gusto se solicitara la información que requi",closed
2018,111,2018-07-10,Responsabilidad por el manejo de gastos reservados,Periodista consultó sobre la responsabilidad que habría tenido,closed
2018,112,2018-07-16,CNJ: Denegatoria de información sobre jueces capacitados en leyes de protección a las mujeres,Se compartió opinión con usuaria. Además se ofreció estar en el,openned
2018,82,2018-07-16,FIAES: canje de deuda por naturaleza en El Salvador,"Buenas tardes: Para actualizarle, luego de solicitar informació",closed
2018,112,2018-07-16,CNJ: Denegatoria de información sobre jueces capacitados en leyes de protección a las mujeres,Usuaria pidió orientación ante audiencia de aveniminiento origi,openned
2018,113,2018-07-16,CEPA: Concesión Puerto de La Unión,Usuario solicita que se investigue la concesión del Puerto de L,closed
2018,114,2018-07-16,PNC: información relacionada con el Grupo de Reacción Policial (GRP),Usuaria solicita colaboración para que ALAC tramite ante la PNC,openned
2018,114,2018-07-16,PNC: información relacionada con el Grupo de Reacción Policial (GRP),De acuerdo a la consulta realizada por la usuaria se solicitó i,openned
2018,113,2018-07-16,CEPA: Concesión Puerto de La Unión,De  acuerdo al requerimiento del o la usuario (a) se solicitó i,closed
2018,113,2018-07-17,CEPA: Concesión Puerto de La Unión,Se comunicó al usuario lo siguiente:  > Sobre el Puerto de la,closed
2017,27,2018-07-17,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se comunicó usuario informando que el diputado Raúl Beltrán Bon,closed
2017,2,2018-07-17,PGR: Supuesta violación al derecho de acceso a la justicia,El Tribunal de Ética Gubernamental declaró improcedente la soli,closed
2017,27,2018-07-17,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se presentó usuario a retirar el escrito elaborado dirigido a l,closed
2018,115,2018-07-20,MINSAL: Número de muertes maternas según Índice de Mortalidad Materna,Atendiendo al requerimiento de la usuaria se ha solicitado info,closed
2018,116,2018-07-20,Denuncia por revelar datos personales,Se atendió usuaria la cual manifestó lo siguiente:   “cuando,openned
2018,116,2018-07-20,Denuncia por revelar datos personales,Se le respondió lo siguiente: en este caso procede interponer u,openned
2018,44,2018-07-20,Servipronto: denuncia de empresa que encuentra obstrucción judicial para cobrar indemnización por daños y prejuicios,Este caso continua en el ticket [2018-048](/ticket/2018/48).,closed
2018,110,2018-07-20,TSE: Registro de candidatos y candidatas inscrita a alcaldes y concejales desde los años `97 a 2015.,Atendiendo a su requerimiento se ha solicitado la información a,openned
2018,48,2018-07-20,Servipronto,El 5 de julio se compartió borrador de la opinión preparada sob,openned
2018,48,2018-07-20,Servipronto,Usuario compartió nota enviada al Ministerio de Hacienda sobre,openned
2018,108,2018-07-20,TEG: copia de la resolución con Ref. 44-A-16,Se solicitó información al TEG: [Resolución final 44-A-16](/req,closed
2018,114,2018-07-20,PNC: información relacionada con el Grupo de Reacción Policial (GRP),"De parte del Colaborador Oficial de Información, han notificado",openned
2018,109,2018-07-20,TSE: fundadores y la nómina de ciudadanos/nas del movimiento Nuevas Ideas.,Atendiendo a su requerimiento se ha solicitado la información a,closed
2018,115,2018-07-20,MINSAL: Número de muertes maternas según Índice de Mortalidad Materna,Usuaria se comunicó por medio de WhatsApp pidiendo que por medi,closed
2017,27,2018-07-23,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se presentó usuario manifestando que el escrito lo presentó ant,closed
2018,117,2018-07-23,Elaboración de declaración jurada,Se elaboró la declaración jurada así como la solicitaba la ofic,closed
2018,117,2018-07-23,Elaboración de declaración jurada,"Por medio de llamada telefónica, la usuaria manifestó que le en",closed
2018,93,2018-07-23,CEPA: Estudio de sedimentación y evaluación ambiental  del Puerto de La Unión,Usuaria compartió resolución de admisión de la apelación emitid,openned
2018,39,2018-07-23,Suchitoto: Atención de audiencia ante IAIP,Usuario remitió copia de resolución dictada por el IAIP.,closed
2018,27,2018-07-23,Ahuachapán: Supuesta compraventa irregular de inmuebles,Se comunicó usuario manifestando que el día martes 24 de julio,closed
2018,117,2018-07-23,Elaboración de declaración jurada,Se recibió llamada de la usuaria manifestando que en la Alcaldí,closed
2018,118,2018-07-24,Asesoría de acceso a información ante FGR,"Usuaria consulto sobre lo siguiente:  > ""Que desde hace unos",closed
2018,119,2018-07-24,Estadisticas embarazo adolescentes,Usuario solicita información sobre:   -	Estadísticas de jóven,closed
2018,27,2018-07-24,Ahuachapán: Supuesta compraventa irregular de inmuebles,Este día se acompañó al usuario ante el ISTA con copia de la re,closed
2018,118,2018-07-24,Asesoría de acceso a información ante FGR,Se recibió llamada de usuaria manifestando que necesitaba aseso,closed
2018,108,2018-07-26,TEG: copia de la resolución con Ref. 44-A-16,"Buenos días, ya se brindó la información solicitada. Entregando",closed
2018,119,2018-07-26,Estadisticas embarazo adolescentes,Se consultó el [boletín de indicadores del Sistema Nacional de,closed
2018,120,2018-07-26,Santiago Nonualco: posibles hechos de corrupción en alcaldía,Usuario remitió vía correo electrónico la siguiente consulta:,openned
2018,121,2018-07-27,IPSFA: Asesoría  sobre auditorias,Buenos dias  Quisiera me asesoran legalmente porque tengo un,closed
2018,121,2018-07-27,IPSFA: Asesoría  sobre auditorias,"Buenas tardes, por supuesto se le puede colaborar en recolectar",closed
2018,114,2018-08-07,PNC: información relacionada con el Grupo de Reacción Policial (GRP),"Se recibió respuesta parcial de la PNC, indicando solo los carg",openned
2018,119,2018-08-07,Estadisticas embarazo adolescentes,Se recibió respuesta del Ministerio de Salud. Se entregará info,closed
2017,27,2018-08-08,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se comunicó usuario informado que ha sido citado en el MTPS a u,closed
2018,114,2018-08-08,PNC: información relacionada con el Grupo de Reacción Policial (GRP),Se ha interpuesto recurso de apelación en contra de la resoluci,openned
2018,122,2018-08-09,OIR: Revelar información personal,"Usuario comento su caso, que desde hace días solicito informaci",openned
2018,109,2018-08-09,TSE: fundadores y la nómina de ciudadanos/nas del movimiento Nuevas Ideas.,El tribunal ya emitió resolución a la solicitud OIR-TSE-163-VII,closed
2018,109,2018-08-09,TSE: fundadores y la nómina de ciudadanos/nas del movimiento Nuevas Ideas.,Esperaré su opinión jurídica para ver si procede o no una apela,closed
2018,124,2018-08-10,"Conformación de una asociación, Apopa",Usuaria se comunicó por medio de WhatsApp solicitando que se le,openned
2018,115,2018-08-10,MINSAL: Número de muertes maternas según Índice de Mortalidad Materna,Se notifica a la usuaria que el oficial de información del Mini,closed
2018,114,2018-08-10,PNC: información relacionada con el Grupo de Reacción Policial (GRP),En cuanto a la solicitud de información del Expediente laboral,openned
2018,114,2018-08-10,PNC: información relacionada con el Grupo de Reacción Policial (GRP),El oficial de información de la PNC emitió resolución ampliando,openned
2018,123,2018-08-10,"FGR: Acceso al expediente 145-2016-7, caso SACA",Usuaria consultó sobre lo siguiente:   “Porque los jueces res,openned
2018,101,2018-08-10,Personas sancionadas por el Tribunal de Ética Gubernamental,El oficial de información del TEG emitió resolución con referen,closed
2018,110,2018-08-10,TSE: Registro de candidatos y candidatas inscrita a alcaldes y concejales desde los años `97 a 2015.,El tribunal ha emitido resolución final a la solicitud OIR-TSE-,openned
2018,90,2018-08-13,,Hola,closed
2018,127,2018-08-13,AAC: información de las aeronaves,Deseo acceder a información de la Autoridad de Aviación Civil (,closed
2018,126,2018-08-13,Consulta sobre declaraciones patrimoniales,Usuaria consulto sobre los patrimonios que tienen los funcionar,closed
2018,125,2018-08-13,BFA: Carta sobre proceso judicial/denuncia,"Se recibió carta de usuario, en el cual solicita la colaboració",closed
2018,129,2018-08-14,MINED: información de embarazos en adolescentes,Atendiendo al requerimiento del usuario se solicitó la informac,closed
2018,129,2018-08-14,MINED: información de embarazos en adolescentes,Usuario solicita la colaboración de ALAC para que se gestione i,closed
2018,128,2018-08-14,Gestión de información a PROESA y MINEC,Atendiendo al requerimiento del usuario se solicitó la informac,closed
2018,128,2018-08-14,Gestión de información a PROESA y MINEC,Usuario solicita la colaboración de ALAC para que se gestione i,closed
2018,127,2018-08-14,AAC: información de las aeronaves,"La información fue solicitada a la AAC, desde este momento se c",closed
2017,27,2018-08-14,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,"Se le traslado el caso a la abogada para su estudio, una vez an",closed
2018,127,2018-08-14,AAC: información de las aeronaves,"Hola, atendiendo a su requerimiento se solicitara la informació",closed
2017,27,2018-08-14,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se comunicó usuario informando que el Jefe de la sección de ins,closed
2018,27,2018-08-16,Ahuachapán: Supuesta compraventa irregular de inmuebles,"Se tuvo reunión con usuario, el cual manifestó que de este caso",closed
2018,130,2018-08-16,Corte de Cuentas: denuncias atendidas 2017,Se atendió requerimiento de usuario para obtener información de,closed
2018,109,2018-08-16,TSE: fundadores y la nómina de ciudadanos/nas del movimiento Nuevas Ideas.,Se presentó recurso de apelación en contra de la resolución fin,closed
2018,114,2018-08-17,PNC: información relacionada con el Grupo de Reacción Policial (GRP),Se compareció a Audiencia de avenimiento caso PNC NUE 161-A-201,openned
2018,131,2018-08-17,UES: Información sobre CENIUES,"Se comunicó usuario a través de mensaje de Whatsapp:  ""Reciba",closed
2018,129,2018-08-17,MINED: información de embarazos en adolescentes,Usuario consulto el estado sobre la solicitud de información. R,closed
2018,119,2018-08-17,Estadisticas embarazo adolescentes,Después de analizada la información proporcionada por parte del,closed
2018,132,2018-08-20,Asesoría sobre Perdida de la Autoridad Parental (Familia),Se acercó usuaria a consultar sobre lo siguiente: “me gustaría,closed
2018,133,2018-08-20,Información sobre movimiento contables ARENA,Se comunicó usuaria por medio de Whatsapp en la cual requiere q,openned
2018,121,2018-08-20,IPSFA: Asesoría  sobre auditorias,Se comunicó usuario por medio de correo manifestando lo siguien,closed
2018,121,2018-08-20,IPSFA: Asesoría  sobre auditorias,El usuario respondió: “quisiera su asesoría yo les desarrollé u,closed
2018,121,2018-08-21,IPSFA: Asesoría  sobre auditorias,"Se sostuvo la reunión con el usuario el cual relato los hechos,",closed
2018,134,2018-08-23,TSE: Estadísticas de votantes,Hola. Deseo me ayuden requiriendo lo siguiente al Tribunal Supr,closed
2018,128,2018-08-24,Gestión de información a PROESA y MINEC,Se recibió información de parte del oficial de información del,closed
2018,134,2018-08-24,TSE: Estadísticas de votantes,"Buenas tardes, con gusto se elaborará la solicitud de informaci",closed
2018,134,2018-08-24,TSE: Estadísticas de votantes,Atendiendo su requerimiento se ha solicitado la información al,closed
2018,131,2018-08-24,UES: Información sobre CENIUES,Se le respondió al usuario que con gusto se solicitara la infor,closed
2018,131,2018-08-24,UES: Información sobre CENIUES,El usuario necesita información sobre lo siguiente: “en la UES,closed
2017,27,2018-08-27,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se recibió llamada de usuario manifestando que de parte del Min,closed
2018,133,2018-08-27,Información sobre movimiento contables ARENA,"Usuaria por medio de WhastApp, informe que se encuentra en el T",openned
2018,131,2018-08-27,UES: Información sobre CENIUES,Atendiendo al requerimiento del usuario se ha solicitado la inf,closed
2018,135,2018-08-28,AL: información sobre lista de asistencia de los diputados,"Buenas tardes, me gustaría que me orientaran respecto a una inf",openned
2018,128,2018-08-28,Gestión de información a PROESA y MINEC,"La oficial de información de PROESA emitió resolución 26/2018,",closed
2018,136,2018-08-29,IPSFA: denuncia por irregularidades dentro de la institución,"Hola, un gusto saludarlo/la, respecto a lo que ha solicitado se",closed
2018,136,2018-08-29,IPSFA: denuncia por irregularidades dentro de la institución,En el caso de estos tres personajes cada vez se aumentan el sal,closed
2018,136,2018-08-29,IPSFA: denuncia por irregularidades dentro de la institución,"Hola, el motivo del contacto es para reportar actuaciones no ét",closed
2018,135,2018-08-29,AL: información sobre lista de asistencia de los diputados,"Hola, respecto a lo solicitado es claro que existe una obstrucc",openned
2018,133,2018-08-29,Información sobre movimiento contables ARENA,Atendiendo al requerimiento de la usuaria se ha solicitado la i,openned
2018,133,2018-08-29,Información sobre movimiento contables ARENA,Se procedió a solicitar información a los propios partidos polí,openned
2018,134,2018-08-29,TSE: Estadísticas de votantes,El oficial de información resolvió a la solicitud de informació,closed
2018,137,2018-08-30,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,"Buenos días, con gusto se gestionará la información, por de pro",closed
2018,137,2018-08-30,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,El motivo de solicitarle a ustedes la información es porque no,closed
2018,137,2018-08-30,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,"Buenos día, me gustaría que pudieran información a la alcaldía",closed
2018,129,2018-08-30,MINED: información de embarazos en adolescentes,El oficial de información del MINED emitió resolución de entreg,closed
2018,135,2018-08-30,AL: información sobre lista de asistencia de los diputados,A través de mensajes de WhatsApp el usuario sugirió que sea ALA,openned
2018,137,2018-08-30,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,Después de consultar la página de transparencia de la municipal,closed
2018,138,2018-08-31,FGR: cementerios clandestinos,Solicitó información a la fiscalía sobre los cementerios clande,openned
2018,138,2018-08-31,FGR: cementerios clandestinos,Al recibir la consulta se le respondió: que el tiempo para inte,openned
2018,137,2018-08-31,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,Adecional a la información solicitada se requiero más para obte,closed
2018,140,2018-08-31,Ejecución de proyecto en municipalidad,"Se le respondió que ante ello, se debe indagar a través de docu",openned
2017,27,2018-08-31,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se tuvo visita del usuario el cual hizo entrega de la informaci,closed
2018,139,2018-08-31,UES: denuncias tramitadas por Fiscalía,Usuario requiere que por medio de ALAC se solicite información,closed
2018,139,2018-08-31,UES: denuncias tramitadas por Fiscalía,"Al requerimiento de la usuaria, se le respondió que se formular",closed
2018,140,2018-08-31,Ejecución de proyecto en municipalidad,Se hizo consulta de como identificar que en un municipio públic,openned
2018,143,2018-08-31,AMSS: iluminación de Plaza Gerardo Barrios,Usuario requiere que ALAC solicite información a la alcaldía de,closed
2018,142,2018-08-31,MINEC: entrega de información distinta a solicitada,"Usuario consulta, si al solicitar información sobre el índice d",closed
2018,141,2018-08-31,CSJ: denegación injustificada de información,Usuaria pregunto si hemos tenido experiencia con el oficial de,closed
2018,141,2018-08-31,CSJ: denegación injustificada de información,"Se le respondió a la usuaria Eliana Hernández, que ante la dene",closed
2018,134,2018-09-02,TSE: Estadísticas de votantes,Todo bien. Gracias.,closed
2018,144,2018-09-04,TEG: Denuncia en contra de funcionario público,Usuaria solicita la asesoría para interponer denuncias en contr,closed
2018,127,2018-09-04,AAC: información de las aeronaves,Se recibió respuesta del oficial de información de AAC en la cu,closed
2018,144,2018-09-04,TEG: Denuncia en contra de funcionario público,Atendiendo al requerimiento de la usuaria se le hicieron observ,closed
2018,121,2018-09-05,IPSFA: Asesoría  sobre auditorias,Atendiendo a su requerimiento se procedió  a solicitar informac,closed
2018,136,2018-09-05,IPSFA: denuncia por irregularidades dentro de la institución,Se ha solicitado además el historial salarial de los funcionari,closed
2018,136,2018-09-05,IPSFA: denuncia por irregularidades dentro de la institución,Atendiendo a su requerimiento se procedió  a solicitar informac,closed
2018,137,2018-09-05,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,El oficial de información de la AMSS emitió resolución Resoluci,closed
2018,138,2018-09-06,FGR: cementerios clandestinos,Usuario por medio de mensaje de WhatsApp sugirió que por medio,openned
2018,113,2018-09-06,CEPA: Concesión Puerto de La Unión,Se abrió un nuevo ticket para dar seguimiento a este caso: [145,closed
2018,145,2018-09-06,CEPA: concesión del Puerto La Unión,Atendiendo al requerimiento del usuario se ha solicitado inform,openned
2018,145,2018-09-06,CEPA: concesión del Puerto La Unión,Usuario recomendó dar seguimiento a la concesión del Puerto La,openned
2018,138,2018-09-06,FGR: cementerios clandestinos,"Se le respondió de la misma manera, que con gusto se solicitara",openned
2018,139,2018-09-06,UES: denuncias tramitadas por Fiscalía,Atendiendo al requerimiento del usuario se ha solicitado inform,closed
2018,138,2018-09-06,FGR: cementerios clandestinos,Atendiendo al requerimiento del usuario se ha solicitado inform,openned
2018,121,2018-09-09,IPSFA: Asesoría  sobre auditorias,"ya firme un acuerdo de confidencialida con el IPSFA ,segun ello",closed
2018,121,2018-09-09,IPSFA: Asesoría  sobre auditorias,favor ya no solicitar nada puesto que quiero dar por terminado,closed
2018,44,2018-09-10,Servipronto: denuncia de empresa que encuentra obstrucción judicial para cobrar indemnización por daños y prejuicios,"Se elaboró borrador de segunda opinión, referida a la interrupc",closed
2018,121,2018-09-10,IPSFA: Asesoría  sobre auditorias,"Perfecto, veremos como desistimos de la solicitud. Para evitar",closed
2018,121,2018-09-10,IPSFA: Asesoría  sobre auditorias,"Hola, gracias por mantenernos informados, y que con ese acuerdo",closed
2018,121,2018-09-10,IPSFA: Asesoría  sobre auditorias,"Lo que pasa es que no quisiera abrir la herida, quisiera cerrar",closed
2018,121,2018-09-10,IPSFA: Asesoría  sobre auditorias,"Informarle que, en primer lugar, la solicitud de información ha",closed
2018,121,2018-09-10,IPSFA: Asesoría  sobre auditorias,"Perfecto, veremos como desistimos de la solicitud. Para evitar",closed
2018,148,2018-09-11,AL: expedientes abiertos que tiene cada comisión legislativa,Atendiendo al requerimiento del usuario se ha solicitado la inf,closed
2018,148,2018-09-11,AL: expedientes abiertos que tiene cada comisión legislativa,Se le respondió que con gusto se solicitara la información al o,closed
2018,148,2018-09-11,AL: expedientes abiertos que tiene cada comisión legislativa,Usuario solicita que por medio de ALAC se gestiones información,closed
2018,146,2018-09-11,Asamblea Legislativa: autorización de contratos,Usuaria pidió apoyo para establecer quienes deben firmar contra,closed
2018,147,2018-09-11,Asamblea Legislativa: regulación del Fondo Circulante,"Luego de hacer la revisión correspondiente de la legislación, s",closed
2018,146,2018-09-11,Asamblea Legislativa: autorización de contratos,"Luego de revisar las normas correspondientes, se avisó a usuari",closed
2018,147,2018-09-11,Asamblea Legislativa: regulación del Fondo Circulante,Usuaria consultó sobre las disposiciones que regulan el Fondo C,closed
2018,149,2018-09-12,PNC: información,"Hola, se procederá a ordenar la información proporcionada para",closed
2018,149,2018-09-12,PNC: información,¿Me ayudan solicitando lo siguiente? La misma solicitud debería,closed
2018,150,2018-09-13,CEPA: posible contrato irregular con Eco-Energy,Usuario se presentó a oficinas de ALAC para denunciar un supues,openned
2018,150,2018-09-13,CEPA: posible contrato irregular con Eco-Energy,El usuario también proporcionó datos del Registro de la Propied,openned
2018,150,2018-09-13,CEPA: posible contrato irregular con Eco-Energy,Se ha solicitado información a CEPA.  - [Contrato suscrito po,openned
2018,150,2018-09-13,CEPA: posible contrato irregular con Eco-Energy,"Luego de analizar el caso, se acordó con el usuario que se inic",openned
2018,151,2018-09-18,SITRAMSS: procedimientos y controles de cobro a usuarios,"Porque Sitrams no da ticket cuando se pone saldo a la tarjeta,",openned
2018,151,2018-09-18,SITRAMSS: procedimientos y controles de cobro a usuarios,Terminal Nuevo Amanecer,openned
2018,152,2018-09-25,UES: administración del proyecto Universidad en Línea,Usuario presentó documento donde se da cuenta de pagos retroact,openned
2018,152,2018-09-25,UES: administración del proyecto Universidad en Línea,Se le manifestó al usuario que los pagos retroactivos son legal,openned
2018,152,2018-09-25,UES: administración del proyecto Universidad en Línea,Para colaborar en conocer más sobre cómo está siendo administra,openned
2018,152,2018-09-25,UES: administración del proyecto Universidad en Línea,Usuario compartió [acta](http://www.fia.ues.edu.sv/informacion/,openned
2018,153,2018-09-26,AFP: devolución de saldos,"Se trasladó consulta del usuario a Rommel Rodríguez, quien tamb",closed
2018,153,2018-09-26,AFP: devolución de saldos,Por vía teléfonica usuario informó que se presentó a la AFP par,closed
2018,153,2018-09-26,AFP: devolución de saldos,Se informó a usuario que se harán las consultas respectivas par,closed
2018,153,2018-09-26,AFP: devolución de saldos,"Se remitió opinión por escrito al usuario (vía Whatsapp), indic",closed
2018,137,2018-09-28,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,El oficial de información entrego el resto de la información. S,closed
2018,154,2018-09-28,Redacción de solicitud de información dirigida a la Alcaldía de San Salvador,Se brindó asesoría legal a usuario que deseaba que se elaborar,closed
2017,27,2018-09-28,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se acompaño a usuaria a presentar la respectiva denuncia al Tri,closed
2018,155,2018-10-01,MINSAL: Casos de interrupciones de embarazos,Se le respondió: que con gusto se solicitara la información a l,openned
2018,155,2018-10-01,MINSAL: Casos de interrupciones de embarazos,Usuario solicita que por medio de ALAC se gestione información,openned
2018,148,2018-10-02,AL: expedientes abiertos que tiene cada comisión legislativa,Se recibió resolución final de parte del oficial de información,closed
2018,125,2018-10-04,BFA: Carta sobre proceso judicial/denuncia,Se recibió carta del usuario para consultar del caso. Por lo qu,closed
2018,156,2018-10-05,Ahuachapán: testigo de caso de corrupción,Usuario se contactó para consultar sobre la posibilidad de reci,closed
2018,61,2018-10-05,"Ahuachapán: presupuesto de programa ""Disfruto de mi comunidad""",Se le informó la usuaria que departe del Instituto de Acceso a,closed
2018,125,2018-10-08,BFA: Carta sobre proceso judicial/denuncia,El usuario llamó para avisar que no se le ha dado respuesta y q,closed
2018,157,2018-10-09,Gobernación: Conferencia Evangélica de las Asambleas de Dios,Usuario se contactó para consultar si se puede obtener informac,closed
2018,157,2018-10-09,Gobernación: Conferencia Evangélica de las Asambleas de Dios,Se remitió [solicitud de información](https://alac.funde.org/re,closed
2018,159,2018-10-10,FGR: trámite de denuncia contra Prival,Usuario informa que ha presentado denuncia ante la Fiscalía Gen,openned
2018,159,2018-10-10,FGR: trámite de denuncia contra Prival,Se emitió la opinión sobre el caso. Se buscará un canal para pr,openned
2018,158,2018-10-10,UES: Información Facultad de Ciencias Naturales y Matemáticas,Se procedió a solicitar información al oficial de información d,closed
2018,158,2018-10-10,UES: Información Facultad de Ciencias Naturales y Matemáticas,Saludos.   Quisiera de su ayuda para obtener la siguiente inf,closed
2018,125,2018-10-10,BFA: Carta sobre proceso judicial/denuncia,Se comunicó con el usuario para consultarle más sobre el caso y,closed
2018,158,2018-10-10,UES: Información Facultad de Ciencias Naturales y Matemáticas,Estimado/a usuario/a:  Gracias por ponerse en contacto con AL,closed
2018,139,2018-10-10,UES: denuncias tramitadas por Fiscalía,De la información proporcionada por el oficial de información d,closed
2018,125,2018-10-11,BFA: Carta sobre proceso judicial/denuncia,Se tuvo la reunión con el usuario el cual explico con mas detal,closed
2018,114,2018-10-11,PNC: información relacionada con el Grupo de Reacción Policial (GRP),El oficial de información de la PNC emitió resolución final en,openned
2018,137,2018-10-11,AMSS: Contrato de arrendamiento del Mercado Cuscatlán,"Adicional a lo solicitado anteriormente, se procede a gestionar",closed
2018,114,2018-10-11,PNC: información relacionada con el Grupo de Reacción Policial (GRP),"Se compareció a la Audiencia Oral, en la tramitación del recurs",openned
2018,152,2018-10-11,UES: administración del proyecto Universidad en Línea,Atendiendo al requerimiento del usuario se procedió a solicitar,openned
